LINE,FID,EAST,NORTH,TER,ALT,PITCH,MAG,AppRes1_Ch01,AppRes1_Ch02,AppRes1_Ch03,AppRes1_Ch04,AppRes1_Ch05,AppRes1_Ch06,AppRes1_Ch07,AppRes1_Ch08,AppRes1_Ch09,AppRes1_Ch10
11260,4284,740329.2,7174387.0,593.0,90.5,0.0,54885.38,34.58,34.90,43.57,63.85,101.63,137.15,150.17,158.82,-1.00,-1.00
11260,4288,740328.4,7174437.0,593.2,91.5,0.0,54910.91,30.57,31.55,39.82,58.84,97.04,137.48,150.40,144.68,138.53,-1.00
11260,4292,740327.4,7174485.5,593.2,92.4,0.0,54935.24,27.54,29.04,36.70,53.64,88.70,130.49,146.20,118.45,86.95,-1.00
11260,4296,740326.6,7174533.5,593.1,92.1,0.0,54952.10,27.12,28.05,34.84,49.96,82.00,124.93,149.70,116.94,83.13,-1.00
11260,4300,740325.9,7174583.0,593.1,91.0,0.0,54963.45,28.32,27.39,33.86,48.30,77.72,123.12,171.91,160.29,124.82,-1.00
11260,4304,740325.7,7174633.0,593.4,89.9,0.0,54960.68,29.19,25.74,32.43,45.98,72.39,121.85,209.61,351.59,-1.00,-1.00
11260,4308,740325.4,7174683.0,594.1,90.3,0.0,54951.18,26.26,21.96,26.63,39.03,63.37,116.31,242.93,-1.00,-1.00,-1.00
11260,4312,740325.5,7174733.0,595.4,90.8,0.0,54950.65,22.73,18.94,20.01,31.04,53.50,106.26,237.07,-1.00,-1.00,-1.00
11260,4316,740325.7,7174783.0,596.6,89.4,0.0,54966.39,24.36,19.18,18.98,28.45,48.60,97.51,203.48,-1.00,-1.00,-1.00
11260,4320,740326.0,7174833.0,597.3,88.7,0.0,54995.54,25.55,20.96,21.44,28.61,47.66,90.79,185.70,338.99,-1.00,-1.00
11260,4324,740326.4,7174881.5,597.7,88.6,0.0,55021.09,26.69,22.85,24.82,28.93,46.09,84.97,186.88,269.13,-1.00,-1.00
11260,4328,740327.1,7174929.5,597.9,88.2,0.0,55027.13,28.39,24.70,26.01,28.58,42.15,79.49,192.24,279.47,-1.00,-1.00
11260,4332,740327.6,7174977.5,597.5,88.6,0.0,55017.22,27.98,24.47,24.94,27.24,38.04,74.25,191.40,357.30,-1.00,-1.00
11260,4336,740328.2,7175026.5,596.4,90.1,0.0,54997.37,24.80,21.93,22.50,25.52,35.64,69.56,185.56,-1.00,-1.00,-1.00
11260,4340,740328.9,7175076.5,594.9,92.0,0.0,54973.45,18.53,18.61,19.78,23.86,34.46,66.06,177.23,-1.00,-1.00,-1.00
11260,4344,740329.4,7175126.5,593.4,94.1,0.0,54949.39,14.01,15.96,17.80,22.78,33.97,64.31,166.63,-1.00,-1.00,-1.00
11260,4348,740329.8,7175174.0,592.1,96.4,0.0,54926.57,13.48,16.36,18.58,24.18,35.77,64.89,154.33,278.24,168.93,-1.00
11260,4352,740330.0,7175222.0,591.0,98.2,0.0,54905.68,16.34,21.49,24.28,29.70,42.16,70.81,144.34,229.15,118.76,-1.00
